compound_id,target_id,target_family,molecular_weight,alogP,HBD,HBA,rotatable_bonds,TPSA,assay_type,assay_pH,assay_temp_C,data_source,assay_confidence,pKd,interaction,fp_pc1,fp_pc2,fp_pc3,fp_pc4,fp_pc5,fp_pc6,fp_pc7,fp_pc8,fp_pc9,fp_pc10,fp_pc11,fp_pc12,fp_pc13,fp_pc14,fp_pc15,fp_pc16,prot_emb1,prot_emb2,prot_emb3,prot_emb4,prot_emb5,prot_emb6,prot_emb7,prot_emb8
CMPD_10068,TRG_2068,Kinase,298.981,4.245,1,7,2,29.962,Functional Assay,7.39,25.0,ChEMBL,0.287,7.472,1,2.7305,0.972,-0.0891,-0.3179,-0.9703,-1.2625,0.0886,-0.8299,1.8689,-0.4254,0.0198,1.3918,-0.4308,-0.0585,0.5626,-0.8607,0.1293,-1.1345,-0.6921,1.2643,0.1198,-0.6654,-0.5458,0.6953
CMPD_10069,TRG_2069,Enzyme,307.52,3.269,1,4,4,94.524,Binding Assay,7.58,27.4,ChEMBL,0.964,3.587,0,0.9875,0.0394,-0.839,-0.9261,0.783,0.2533,-1.2668,-0.6188,0.4308,0.4555,-2.0041,-0.2402,-1.6389,0.3853,-1.8202,-0.953,0.5182,-0.5815,1.0879,-1.4588,-0.3004,0.0137,0.2818,0.4736
CMPD_10070,TRG_2070,Transporter,300.149,1.337,0,5,3,105.299,Binding Assay,6.94,24.7,InHouse,0.559,5.416,0,-2.9551,-0.8199,0.5325,-2.7543,-0.0563,-0.2213,0.1325,0.8729,1.5978,-0.835,0.1116,1.3557,0.6941,1.1337,0.2773,-0.7302,-0.4097,1.7304,-2.0691,-0.6144,-1.5309,0.2715,-0.4815,1.5969
CMPD_10071,TRG_2071,Kinase,305.562,5.696,1,3,3,93.317,Functional Assay,6.09,27.9,BindingDB,0.809,7.415,1,1.3412,-0.0888,-0.8137,1.3625,0.6185,-1.3403,1.6581,-0.2725,0.9919,0.0406,0.1793,-0.4497,-1.0377,1.0571,-0.2544,-0.4048,-1.6959,-0.105,-0.0568,-0.6079,1.3121,-0.7879,-1.93,-0.8749
CMPD_10072,TRG_2072,Kinase,299.009,0.351,0,4,1,82.063,Binding Assay,7.91,26.3,ChEMBL,0.918,7.763,1,0.2892,-0.7847,-0.8524,0.6818,0.333,0.2507,0.2369,0.7402,0.5048,0.4376,-0.2471,-0.6358,-0.9912,-0.0338,0.1273,-0.4419,0.8964,-0.45,-0.281,-1.0679,-0.1504,0.7211,2.4861,1.9311
CMPD_10073,TRG_2073,Enzyme,445.121,4.154,1,5,6,118.456,SPR,7.25,24.3,ChEMBL,0.67,5.548,0,0.5447,-0.2756,1.4803,-0.831,-1.6742,0.1665,0.4597,-1.7794,0.1828,1.934,-1.9025,0.0235,-0.4397,-1.2458,-0.3346,1.0514,-0.1038,-0.2074,1.5114,0.6148,-0.2057,1.004,-0.0267,0.3453
CMPD_10074,TRG_2074,Transporter,463.64,4.301,1,7,3,106.965,Binding Assay,5.54,25.2,ChEMBL,0.358,5.914,0,1.2881,-0.301,-0.2159,1.4123,0.3896,2.0492,0.7201,-0.4596,1.2513,0.328,0.6395,-0.832,-0.8358,1.6458,2.5244,0.5163,1.2521,-0.6798,-0.1849,-0.8296,1.3004,-2.4387,0.2782,-2.1581
CMPD_10075,TRG_2075,Transporter,304.34,1.293,0,5,7,58.466,Binding Assay,8.44,17.7,ChEMBL,0.622,4.34,0,-1.9643,-0.9417,1.0372,-0.9758,0.5618,0.1277,-1.0213,-1.3162,-1.2635,-1.5996,0.3972,-1.2329,0.2529,0.2743,-0.582,-0.9982,-0.1005,-0.5209,0.0502,0.1537,0.1651,0.7595,-1.9893,-0.5249
CMPD_10076,TRG_2076,Transporter,283.412,5.006,2,9,6,131.365,Functional Assay,6.91,28.6,ChEMBL,0.378,5.825,0,0.3868,0.1501,0.0727,1.9139,0.251,-1.5419,0.1425,-0.2809,0.6348,0.0115,-0.9037,-0.1846,-0.922,0.4798,0.2539,-0.0226,0.4215,2.3055,1.4672,0.4656,-0.0586,0.1482,0.0474,0.4833
CMPD_10077,TRG_2077,Kinase,387.713,2.05,1,6,3,98.644,Binding Assay,8.5,21.2,InHouse,0.757,7.455,1,0.4936,-0.457,0.0828,-1.673,-1.2402,1.2779,-1.6074,-0.3005,0.3248,0.3781,-0.7824,1.9914,0.1994,-0.9046,0.4832,-0.3316,1.5592,1.2084,0.1084,0.3241,-0.7462,0.6061,2.5749,1.3197
CMPD_10078,TRG_2078,GPCR,305.822,3.02,1,5,3,177.034,Binding Assay,7.43,21.8,ChEMBL,0.823,6.255,0,-1.8956,0.2301,-0.1466,0.1496,0.3754,0.3008,1.1075,0.4046,-1.1506,-0.0312,0.9126,-0.0737,-1.0914,2.3126,1.2773,-0.5078,-0.5259,0.9912,1.5785,-1.578,0.2113,0.1233,-0.5871,-0.3375
CMPD_10079,TRG_2079,Kinase,400.635,2.969,3,4,2,146.948,SPR,7.08,23.7,InHouse,0.237,7.076,1,-0.8345,0.6473,0.2993,-0.2593,0.499,-0.1662,0.1425,-0.1515,0.7571,0.6574,0.7881,-0.8098,0.3185,0.4688,-1.6598,0.5662,-1.0163,-0.8732,0.583,0.3013,-0.3599,-1.9158,0.524,-0.4067
CMPD_10080,TRG_2080,Enzyme,366.234,2.258,0,4,4,3.165,Binding Assay,7.31,19.6,ChEMBL,0.71,8.988,1,0.18,-0.076,0.0196,-0.1991,0.6747,-0.0146,-0.568,-0.1283,-0.4555,-0.3102,-0.5727,0.1446,1.8984,0.75,1.8254,-0.4863,-1.015,0.4986,-0.3761,1.8448,-0.5103,0.1158,-1.494,0.6273
CMPD_10081,TRG_2081,IonChannel,228.74,3.959,0,2,5,103.953,Binding Assay,6.77,26.4,ChEMBL,0.772,5.176,0,-0.8443,-0.5948,1.004,-1.2505,-2.5865,-0.6232,-1.2084,1.6975,0.109,-0.7844,-0.9878,0.175,-1.0579,-0.2108,-0.4524,-0.9957,1.2186,0.8112,-1.2313,2.0023,0.7961,-0.0686,0.5935,-0.88
CMPD_10082,TRG_2082,GPCR,473.8,3.928,3,6,6,140.014,Binding Assay,7.24,26.1,InHouse,0.982,6.191,0,-0.1301,-0.3818,1.1776,0.6816,-0.0607,1.6654,-1.7446,0.2047,0.4552,-0.0548,0.2498,0.6805,-0.6978,-1.779,-1.3919,0.4245,-0.8709,1.6674,-0.4447,-0.5698,0.2481,-0.5644,0.4389,1.5715
CMPD_10083,TRG_2083,Kinase,493.67,-0.647,1,5,5,92.503,Binding Assay,8.41,23.5,BindingDB,0.972,8.29,1,0.459,-0.3897,-0.4917,-0.0812,0.4012,-1.2547,-0.5637,1.0447,-0.6489,0.9964,-0.7766,0.829,-1.5568,-0.0651,-0.8169,-0.8017,-2.2975,0.8171,-0.1381,-0.1895,0.3055,0.7122,2.1833,-1.1782
CMPD_10084,TRG_2084,GPCR,300.977,4.848,3,5,1,142.463,Functional Assay,6.66,23.0,ChEMBL,0.959,6.271,0,0.7521,0.8056,-0.0232,-0.0962,1.1047,-1.5518,-0.2994,1.8905,-0.0584,0.6363,-2.5133,1.2012,0.6034,-0.836,0.6061,0.1162,-0.6123,0.0855,0.0994,1.133,0.6335,-0.427,0.642,-0.6331
CMPD_10085,TRG_2085,GPCR,318.984,-0.492,2,5,8,78.258,Binding Assay,7.52,22.9,Literature,0.844,7.561,1,-0.4418,-0.2518,-0.2963,-1.8649,-1.3908,-0.746,-0.6215,0.3312,-1.2349,0.6564,-0.3091,-0.3282,-2.0147,1.1337,1.5059,-0.2034,0.1333,1.1681,-0.4703,0.5841,0.6111,0.7531,0.8308,0.1465
CMPD_10086,TRG_2086,Transporter,372.869,4.359,4,4,8,91.023,SPR,6.77,26.8,ChEMBL,0.679,6.096,0,2.3424,0.5539,-0.8191,-1.2118,2.3335,-1.4134,0.5334,1.4617,-0.52,0.1748,-0.9578,-0.9155,-0.2616,0.4637,0.0204,0.8606,0.4143,-0.4488,-1.7182,0.6692,-1.4433,-0.2033,-0.7066,-0.4903
CMPD_10087,TRG_2087,IonChannel,376.757,4.528,0,6,3,128.035,Binding Assay,7.1,20.2,ChEMBL,0.902,7.194,1,0.2427,-0.1302,1.2895,0.9454,-0.4348,-0.2767,1.0561,0.1159,-0.5856,-0.1965,0.7131,-0.6842,-1.4733,-0.6126,-2.0731,0.8339,0.8785,0.8709,-0.3431,-0.8875,0.6413,-2.3096,0.3608,-1.0074
CMPD_10088,TRG_2088,Enzyme,402.684,0.536,1,4,6,166.518,Binding Assay,8.39,23.8,InHouse,0.243,7.352,1,-1.8523,-0.4198,-1.306,-0.0015,0.723,-0.7464,0.2046,0.3327,-0.7242,1.9673,-0.4354,-0.7797,0.3084,0.001,0.2123,0.1887,2.3687,1.8906,0.8021,-0.1013,0.5706,-1.0097,0.5668,0.1483
CMPD_10089,TRG_2089,GPCR,510.816,1.761,4,8,4,157.782,Binding Assay,7.52,20.4,InHouse,0.144,5.832,0,0.9423,-0.6448,1.8876,-1.2048,0.9318,-0.3121,-0.3812,0.2074,2.1437,0.9634,-0.746,0.4741,-0.0899,0.4157,1.7405,-0.8732,0.7337,0.5787,0.676,-1.8452,-0.4541,-0.0291,0.1773,-0.8412
CMPD_10090,TRG_2090,Kinase,335.844,0.51,1,6,3,102.426,Functional Assay,7.65,27.3,ChEMBL,0.195,3.883,0,0.0834,-1.0752,0.974,-1.3062,-1.325,0.7339,0.3113,-1.429,0.4227,1.2983,-1.4441,-0.5428,-1.3695,-1.912,1.2105,-0.3145,-0.445,0.2983,1.5989,0.6209,-0.2473,-0.0724,-0.9281,0.023
CMPD_10091,TRG_2091,Transporter,286.136,2.113,1,2,7,57.966,HTS,7.24,24.0,ChEMBL,0.318,5.74,0,-0.7212,2.6149,-0.3309,1.0007,-0.2328,-0.672,0.1887,0.5672,-0.5685,-0.3857,-0.5376,2.1321,0.2558,0.8946,1.1319,0.7158,0.7088,0.4272,-2.1847,1.2227,3.1975,1.252,-0.2547,-0.1377
CMPD_10092,TRG_2092,Transporter,239.654,1.946,1,6,3,116.927,Functional Assay,8.5,26.6,Literature,0.863,7.247,1,1.1206,0.4499,-0.8668,-0.7675,1.2618,0.149,1.4754,-0.1852,0.0563,-1.5636,-0.5647,0.8264,1.3762,0.5928,-1.0538,-0.5666,-0.0497,-1.7469,0.1851,-0.3982,-1.4811,-0.1539,0.4163,-1.0516
CMPD_10093,TRG_2093,IonChannel,291.526,3.903,1,5,4,92.38,HTS,6.63,28.7,ChEMBL,0.451,7.701,1,0.1926,-0.8064,-0.6782,1.0813,0.5972,0.3335,-0.6553,0.0958,-0.7019,-1.5188,0.6182,0.346,0.8673,1.5246,0.1377,0.283,-0.1951,-1.7698,-1.2275,0.7713,-0.5852,0.7022,0.4824,-1.4098
CMPD_10094,TRG_2094,Transporter,347.35,4.859,2,1,7,95.187,Binding Assay,6.25,28.8,ChEMBL,0.424,4.904,0,-1.3613,-0.3072,-0.8257,-0.5761,1.4132,2.1065,-1.4498,1.6279,1.5861,0.65,2.6413,-2.1411,-0.1539,-0.1957,-0.2241,1.64,-0.4993,-0.8766,-1.7704,-0.1852,0.4124,1.1203,0.7907,-1.6741
CMPD_10095,TRG_2095,GPCR,493.565,5.012,0,5,4,134.089,Binding Assay,8.21,21.9,BindingDB,0.405,6.448,0,1.2687,0.1049,1.9227,-1.8052,0.8324,-0.8577,-0.9747,-1.1344,-0.4064,0.6077,-0.5764,1.5975,0.3399,-1.0289,2.1527,1.5493,0.4752,0.8704,-1.7012,0.2203,-1.1153,0.4052,-0.9655,-0.1046
CMPD_10096,TRG_2096,IonChannel,308.591,1.488,0,4,6,133.65,Binding Assay,6.97,25.9,Literature,0.655,6.158,0,0.2294,-1.6406,0.1148,-1.2735,-1.1046,1.4119,-1.9124,1.0865,0.4938,-1.643,-0.0106,1.2096,0.5681,0.8051,-0.4158,0.7973,0.315,-0.6751,1.0149,0.6322,-0.4237,-0.595,-1.7288,-1.368
CMPD_10097,TRG_2097,GPCR,367.903,2.123,1,5,5,99.878,Binding Assay,7.45,28.4,ChEMBL,0.821,7.748,1,0.664,0.9436,1.6552,-1.5392,-0.918,-0.6118,-0.5881,-0.9419,-1.8989,0.8201,-0.2313,1.0777,0.2911,-0.394,0.5699,0.1407,0.7201,-1.3682,0.5228,0.1883,0.323,-0.5993,0.1257,0.9807
CMPD_10098,TRG_2098,Kinase,348.686,-0.53,2,5,11,145.782,Binding Assay,8.23,27.1,InHouse,0.667,6.18,0,-0.3513,-0.694,1.0932,1.0881,1.1606,0.1173,-0.9764,0.8497,1.4853,0.4872,0.3835,0.8393,-1.7701,0.2863,3.1459,1.182,0.452,0.6371,0.107,-0.4891,0.6574,0.9636,-0.1652,1.8611
CMPD_10099,TRG_2099,Kinase,445.071,1.049,0,3,3,114.658,Binding Assay,7.45,27.4,BindingDB,0.93,7.977,1,0.4711,1.1328,0.6063,-0.9539,-1.3946,-0.0472,-1.0667,1.8254,1.1109,1.1246,-0.0505,-0.6618,-0.33,-0.5565,-0.2256,-0.0056,0.3465,1.882,-0.8517,0.2874,-0.6408,0.6192,-0.3347,0.7032
CMPD_10100,TRG_2000,Kinase,552.155,4.237,2,3,4,194.539,Binding Assay,8.5,19.7,BindingDB,0.8,6.563,1,0.5086,-1.9751,0.6692,0.0004,0.2257,-1.9186,-0.0999,1.0511,-0.2921,0.2827,0.4661,-1.5874,1.1879,1.0227,0.5067,0.6121,0.1678,-1.724,0.5823,0.1698,-1.7235,1.3685,-1.0194,-1.5513
CMPD_10101,TRG_2001,IonChannel,307.53,5.408,4,4,2,100.543,Binding Assay,7.28,27.0,InHouse,0.329,6.594,1,0.5563,0.6019,-0.6174,-0.142,-0.8255,1.4298,1.3095,-0.2069,-0.4842,0.721,-0.4228,1.3523,0.2439,-0.3549,1.8804,-2.4692,2.4599,-0.1046,0.3039,0.5047,1.4363,-0.417,-2.0595,1.4643
CMPD_10102,TRG_2002,GPCR,310.845,0.278,0,3,3,55.223,Binding Assay,6.78,22.6,Literature,0.953,9.663,1,-0.4983,-2.2802,0.5105,0.2837,0.2548,-0.8466,1.9206,0.4742,-1.5906,0.4721,0.9571,0.101,0.604,2.0171,1.3334,-0.7996,-0.7038,0.0054,0.6599,0.5678,0.6013,1.0836,-1.4078,0.3546
CMPD_10103,TRG_2003,IonChannel,433.533,1.434,0,6,0,126.581,Binding Assay,5.79,27.0,ChEMBL,0.417,6.71,1,-0.5931,1.7708,1.1381,-1.2129,0.5751,-0.6939,0.2894,1.4177,-0.2182,-0.6775,-1.3583,-0.5197,-0.015,-0.0832,-1.6208,-0.1428,-1.3559,-1.0893,-0.0694,0.4214,-0.8251,-0.893,-1.1311,0.9352
CMPD_10104,TRG_2004,Enzyme,404.551,2.452,0,3,5,33.741,HTS,7.38,26.9,ChEMBL,0.976,5.626,0,-0.4637,-1.418,-1.4191,0.4766,-0.8839,0.3771,0.1031,0.4967,0.2701,-0.5446,-1.7735,1.1376,0.636,0.3468,0.306,-0.7453,-0.6149,0.8191,-0.2503,0.3985,1.7666,1.928,1.4875,-1.2206
CMPD_10105,TRG_2005,Kinase,497.737,3.004,1,4,5,119.559,Binding Assay,5.86,26.8,Literature,0.931,7.288,1,-0.5757,0.7055,1.1596,-0.0546,0.7612,-1.7552,1.806,1.1056,-0.7238,0.2732,0.2268,1.091,1.7485,-2.3899,1.6103,0.1152,-0.5323,0.3665,-0.5272,0.1136,-1.1169,0.3469,2.2416,1.0319
CMPD_10106,TRG_2006,GPCR,396.714,1.043,3,4,2,55.902,SPR,7.39,24.7,InHouse,0.314,5.454,0,1.2735,0.1561,-0.7467,0.4152,-1.0281,-0.3061,-0.5731,-0.2233,-0.7547,0.8848,0.6041,1.1507,-0.4364,-1.0782,-0.6875,1.5717,-1.9618,-0.3891,-0.6449,-1.6488,-0.8202,-0.6332,0.7171,-0.475
CMPD_10107,TRG_2007,Transporter,321.257,3.263,1,4,3,176.277,Functional Assay,8.08,28.9,BindingDB,0.479,4.602,0,-0.204,0.6319,0.7891,-0.2525,-1.4392,1.4909,0.7216,-0.9731,-1.0977,-1.6439,0.5064,0.7068,0.2079,0.307,0.3392,-0.6228,-0.4192,0.0024,-0.4722,-0.9058,-0.4481,0.5137,0.075,-0.6759
CMPD_10108,TRG_2008,Kinase,397.252,1.647,0,3,6,56.534,Binding Assay,7.19,26.5,BindingDB,0.515,8.851,1,-0.1386,-0.762,-0.4625,0.3424,-0.0334,0.1285,-2.6514,2.3222,0.5249,0.485,-1.2518,-0.8596,-0.8355,-0.1686,0.655,-0.5601,-0.621,-0.3111,-1.1019,0.6744,1.6565,-0.3574,-0.3556,0.2815
CMPD_10109,TRG_2009,Kinase,438.696,2.474,0,5,3,235.041,Binding Assay,7.31,26.0,InHouse,0.598,5.17,0,-1.6277,0.3451,1.1558,0.9786,-0.171,0.3896,0.9651,-0.5289,0.3333,1.7512,1.3844,-0.8646,-0.8377,-0.154,1.0961,1.6114,0.5165,-0.4081,-2.8353,1.9146,-0.4251,1.0398,0.353,0.0462
CMPD_10110,TRG_2010,GPCR,415.639,3.483,0,8,4,145.263,Binding Assay,7.75,22.2,InHouse,0.489,7.115,1,1.1348,-0.3411,0.0904,0.4161,0.8407,-0.88,-0.4366,-0.7265,0.4237,0.5509,-0.5484,-0.2604,0.2971,-1.5674,0.588,-0.9403,-0.0834,-0.504,-0.1968,-1.6053,1.4011,-0.3416,0.8353,-0.289
CMPD_10111,TRG_2011,Kinase,390.582,2.512,1,4,5,96.42,Functional Assay,7.6,26.2,Literature,0.44,7.25,1,0.625,0.2474,0.283,0.9032,0.6015,-0.1193,0.471,1.0013,0.1841,0.725,0.754,-0.8887,0.7192,-0.3743,-1.3015,-0.4647,0.9712,0.2165,-0.5055,0.471,0.7682,-0.4313,-0.0176,-0.2479
CMPD_10112,TRG_2012,Enzyme,435.334,1.715,1,6,2,162.855,Binding Assay,7.9,30.9,BindingDB,0.982,2.829,0,0.185,0.7351,-0.0814,-0.0901,0.6957,-1.7735,-0.4227,-0.8937,-0.8346,1.9222,0.2693,0.2127,0.7431,1.6384,-0.6482,-1.9302,2.1435,1.3337,-0.4949,-0.8744,0.4972,0.7397,0.0208,1.3356
CMPD_10113,TRG_2013,Enzyme,443.544,2.303,2,6,4,107.283,Binding Assay,7.19,20.8,ChEMBL,0.76,6.378,0,0.2975,1.2955,-0.3495,0.5897,0.2149,0.2949,-0.7707,-1.661,-0.0073,-1.9224,-1.3598,1.7684,-0.2507,-0.273,0.8039,0.4608,-0.1472,-0.408,-0.7392,1.5237,-0.1473,2.3648,1.8863,0.1769
CMPD_10114,TRG_2014,IonChannel,460.573,2.341,1,4,4,81.79,Binding Assay,5.85,27.2,BindingDB,0.162,7.289,1,0.2698,-0.9637,0.625,0.2619,-0.019,-0.2429,-0.2014,1.6394,-0.5981,1.0268,-1.9804,0.7084,-0.6345,1.0328,1.2402,1.6201,0.8257,-0.6344,-0.4582,-0.8497,-0.2471,-2.6751,-0.1283,1.0622
CMPD_10115,TRG_2015,Enzyme,401.897,1.834,1,6,6,123.732,HTS,7.91,27.6,BindingDB,0.636,4.939,0,0.7498,0.4641,0.9924,1.041,-0.5132,-1.8305,-0.2911,0.6992,1.2083,1.0161,0.59,0.7479,-3.1502,-0.1127,-0.3282,-0.6803,-1.57,-1.0065,-0.0428,-1.2868,-0.5447,-1.2998,0.0024,-2.0331
CMPD_10116,TRG_2016,Enzyme,336.631,2.034,0,5,3,128.992,Binding Assay,7.06,30.2,BindingDB,0.817,6.901,1,0.6755,0.5914,-0.1339,-0.1661,0.5452,-0.5493,-1.2072,0.1403,1.5892,1.4055,1.1548,-0.3922,0.5403,0.7623,-1.766,-0.137,1.1058,-0.0736,-1.6121,0.315,-0.6602,-1.4058,0.4947,0.8602
CMPD_10117,TRG_2017,Kinase,361.737,5.378,0,3,3,159.658,Functional Assay,6.67,27.2,BindingDB,0.831,6.142,0,-0.4989,0.685,-1.6946,0.7484,-0.1638,-1.9994,0.0587,0.6972,-0.8053,0.266,0.1326,1.3304,-0.0657,-1.96,-0.0175,0.1561,1.2427,-0.3168,0.2651,1.2,0.3892,0.7243,-2.4649,-1.2095
CMPD_10118,TRG_2018,Enzyme,446.521,3.51,2,6,5,153.865,Functional Assay,7.4,25.0,ChEMBL,0.638,4.816,0,0.0918,0.0283,0.4402,-3.1262,0.354,-0.3533,1.9104,-0.8358,-1.1634,0.8893,-0.0692,2.6273,-1.2353,-1.1804,1.1199,1.8061,-0.7872,0.2832,0.3617,-0.161,-0.277,1.1276,-0.4096,-0.1669
CMPD_10119,TRG_2019,IonChannel,284.645,1.968,4,5,4,64.22,HTS,7.31,26.3,BindingDB,0.738,6.193,0,0.0246,0.3572,-0.5251,0.4648,-1.7897,-0.2762,-1.596,0.2834,0.3305,1.4313,-0.6356,0.7857,0.8648,-0.4417,-1.4345,0.1203,-0.1165,-1.2599,-0.9367,0.8949,-0.0459,-0.1118,-0.144,-1.4621
CMPD_10120,TRG_2020,Enzyme,379.494,3.755,2,6,5,169.299,Functional Assay,6.75,24.2,InHouse,0.347,4.051,0,-0.8688,0.2022,-0.6118,1.12,-1.0626,0.1542,0.3499,1.1596,-0.2267,-1.8324,-0.4227,-1.4577,-0.0652,0.5271,-0.5086,-1.5201,-1.4181,0.789,1.6136,-1.8494,-1.8509,0.1824,1.2044,0.1746
CMPD_10121,TRG_2021,Enzyme,318.533,1.899,1,6,6,142.079,Functional Assay,6.43,28.7,InHouse,0.226,6.584,1,2.6636,-1.4211,0.233,1.4574,-1.2552,0.0347,0.4246,0.5777,-0.1692,0.4363,-1.0238,-0.8141,0.4869,1.423,0.3267,0.4827,-1.113,1.4868,-0.6184,-0.6065,-0.3696,0.9612,-0.5515,0.8483
CMPD_10122,TRG_2022,GPCR,352.3,4.612,2,3,5,116.451,HTS,7.48,20.4,BindingDB,0.585,6.614,1,-0.8359,-0.3889,-0.9496,0.1279,-0.2303,1.6637,-1.1897,-1.8532,1.4782,0.2167,0.2328,0.1224,-0.4375,-0.7187,1.6492,-0.2688,-1.1244,-0.4167,1.1887,-3.0397,-0.8569,-1.0225,-0.6083,2.0862
CMPD_10123,TRG_2023,Kinase,452.276,3.165,1,4,1,184.114,SPR,6.69,23.5,ChEMBL,0.797,5.409,0,-0.7432,-0.9111,1.0255,-0.3236,1.4162,0.8052,-0.3506,0.1717,-1.4854,-0.9673,0.2435,-0.3975,-1.4757,1.2244,-0.992,-0.9899,-1.0453,-0.4333,-1.1296,0.4379,-1.4751,-0.0159,-0.1885,1.0018
CMPD_10124,TRG_2024,Kinase,365.288,2.307,0,6,5,196.979,Binding Assay,7.27,26.3,BindingDB,0.697,6.217,0,0.1401,0.1788,-2.1552,0.4198,-0.6849,-0.5996,0.9718,-1.3343,-0.3775,0.1345,1.0377,1.5697,0.7158,-0.1319,-0.0419,-0.9627,0.7672,-1.0187,-0.9583,-1.1857,0.1742,-0.1056,-0.5016,0.0172
CMPD_10125,TRG_2025,GPCR,353.715,3.306,1,3,4,84.371,Binding Assay,7.42,28.5,InHouse,0.68,5.907,0,0.3987,1.2721,-0.5622,0.9568,2.2822,-0.2821,-1.6799,1.0394,-0.1248,1.2412,-1.0269,-0.5709,-0.3076,0.1751,-0.285,0.7011,0.6283,-1.0816,0.242,-0.2039,0.1944,-0.0132,-0.4721,-1.4102
CMPD_10126,TRG_2026,Enzyme,241.212,-0.328,0,6,0,36.376,SPR,7.78,25.0,BindingDB,0.642,6.451,0,-1.9291,0.2777,-0.021,1.3302,-1.3923,-2.1129,0.5215,0.6913,0.8929,1.7874,0.8755,0.6904,-0.7841,0.3714,0.539,0.4338,0.7254,0.0502,2.1066,-0.356,0.3285,-0.0977,-1.789,-0.1714
CMPD_10127,TRG_2027,Enzyme,409.7,0.472,2,5,5,100.003,SPR,8.47,22.7,InHouse,0.909,6.446,0,0.5447,0.6659,-0.4382,0.2863,-1.4433,0.3828,-1.3914,-1.0818,0.7196,-1.713,-0.0506,-0.5158,0.908,-0.7507,-0.2868,-1.7547,-0.2832,1.3272,0.3682,-0.1709,0.1958,-0.4625,-0.4566,0.245
CMPD_10128,TRG_2028,Kinase,401.639,0.351,2,6,3,66.506,Functional Assay,7.34,24.4,BindingDB,0.144,5.94,0,0.6015,0.1548,1.3419,-0.6943,-0.6564,-0.4376,-0.0052,-0.1678,-1.9092,-0.1738,-0.7858,-0.4149,1.1287,0.7372,0.9598,-0.5441,-1.3733,1.1414,-0.7624,-1.3461,0.4441,1.4284,0.7824,0.1527
CMPD_10129,TRG_2029,IonChannel,523.06,2.757,0,8,4,180.567,Functional Assay,6.94,23.9,ChEMBL,0.65,3.688,0,0.8131,1.0218,1.3559,1.8311,-0.983,0.7886,0.8027,0.1725,1.0603,1.8161,0.1616,-0.092,0.5619,0.4579,-0.8819,-1.5773,-0.342,-0.6659,0.4635,0.8649,-0.2017,0.3295,-0.6796,2.0915
CMPD_10130,TRG_2030,GPCR,325.378,5.619,1,6,4,33.217,Functional Assay,8.2,24.0,InHouse,0.148,5.892,0,0.2889,0.3309,-0.3018,-0.5433,0.4466,-0.8702,-0.9426,0.0067,0.1186,0.4991,1.4764,1.8435,-1.46,-0.5263,1.3256,-0.629,-0.6227,0.1986,0.197,0.3406,0.2171,0.0349,0.4147,1.2846
CMPD_10131,TRG_2031,Kinase,367.532,6.516,3,7,6,160.86,Binding Assay,7.83,23.7,ChEMBL,0.871,7.722,1,1.5377,-1.0397,-0.7024,-0.4669,0.9086,0.6651,0.6664,0.4168,1.1367,1.359,-0.9199,2.8284,0.7248,0.8083,0.0139,-1.0981,1.1934,1.0298,0.4294,-0.652,0.2827,-0.8835,-0.1115,-0.1481
CMPD_10132,TRG_2032,Kinase,369.951,3.648,2,6,5,84.098,Functional Assay,7.3,23.7,BindingDB,0.832,5.004,0,0.2884,0.7511,0.0517,-1.6522,1.6594,-1.093,-0.7753,0.4072,1.2061,0.5163,0.0624,1.2686,-0.7207,-2.6005,-0.54,-0.3785,-0.8494,-0.9932,0.1089,0.2125,0.0406,1.245,1.3533,-0.6845
CMPD_10133,TRG_2033,GPCR,476.196,3.402,0,5,2,197.207,Binding Assay,7.34,19.9,ChEMBL,0.975,6.746,1,-0.1001,-1.3181,0.1785,-0.9067,1.0727,-0.9889,-0.9393,-0.3523,-0.0313,-0.5781,0.2109,0.5559,-0.3399,-0.4759,-0.8816,1.1983,-0.1615,-0.4134,-0.5866,2.723,1.4912,0.1877,-1.1766,0.006
CMPD_10134,TRG_2034,Enzyme,342.376,-0.742,0,6,2,0.431,HTS,7.22,25.9,ChEMBL,0.727,5.626,0,0.2019,0.8228,-1.2117,0.486,-0.0856,1.9837,0.2481,0.7083,1.4874,-0.1975,0.4644,-0.3743,0.427,-0.7955,-1.6763,-0.8358,0.4651,-0.9819,-0.208,0.9754,0.5653,3.2063,1.0287,0.544
CMPD_10135,TRG_2035,GPCR,372.322,1.523,2,6,4,96.289,SPR,7.3,27.0,BindingDB,0.556,7.486,1,-1.2993,-0.087,0.6613,0.6815,1.4471,0.042,-0.111,-0.0605,1.0041,0.6054,0.3915,0.4662,-1.6492,0.473,-0.1173,1.1234,0.189,1.8847,0.5751,-1.3221,2.4002,-0.4691,-0.8053,0.2825
CMPD_10136,TRG_2036,IonChannel,398.632,1.082,1,5,6,67.869,Functional Assay,7.14,29.5,BindingDB,0.11,3.729,0,-1.0842,-0.5542,1.1342,-0.7602,0.2787,-0.3236,0.4119,1.1892,-0.2127,-1.0972,0.6888,1.6861,-0.2721,-0.3309,0.999,-0.0494,-0.5546,-0.6087,1.4495,-0.3488,0.279,0.9627,0.0009,-0.8425
